Name,Price,property,status,floor,transaction,facing,overlooking,ownership,bathroom,balcony,city,location,Rate_per_sqft,bedroom,total_area,year,Registry,Land Deed,Furniture
"3 BHK Flat for Sale in Ashok Vihar, New Delhi",93689634.06,Unknown,Ready to Move,3 out of 4,Resale,North - East,"Garden/Park, Main Road",Freehold,3,1,Delhi, Ashok Vihar,20370,3,1350.024546,2022,Not Registered,Yes,Yes
"4 BHK Flat for Sale in Sector 40, Gurgaon",85172394.6,Unknown,Ready to Move,1 out of 4,New Property,East,"Garden/Park, Main Road",Freehold,4,3,Gurgaon, Sector 40,7631,4,3276.110601,2022,Registered,Yes,No
"3 BHK Flat for Sale in Sector 40, Gurgaon",63027572,Unknown,Ready to Move,4 out of 4,New Property,West,Garden/Park,Not specified,2,4,Gurgaon, Sector 40,11420,3,1619.964974,2022,Registered,Yes,Yes
"4 BHK Flat for Sale in Birla Navya, Sector 63A, Gurgaon",103228942.3,Unknown,Ready to Move,3 out of 4,New Property,Not specified,Road,Not specified,3,1,Gurgaon, Birla Navya,16907,4,1792.157095,2022,Registered,Yes,Yes
"6 BHK House for Sale in Arun Vihar, Sector 37, Golf course Metro Noida",127758591.9,Unknown,Ready to Move,Ground out of 3,Resale,Not specified,Road,Not specified,4,1,Noida, Arun Vihar,20861,6,1797.61277,2022,Registered,Yes,Yes
"2 BHK Flat for Sale in Sector 126, Noida Express Way, Noida",5451033.254,Unknown,Ready to Move,Ground out of 4,Resale,Not specified,Road,Not specified,1,2,Noida, Sector 126,3107,2,514.9662053,2022,Registered,No,Yes
"2 BHK Flat for Sale in Jaypee Greens Klassic, Sector 126, Noida Express Way, Noida",12527694.02,Unknown,Ready to Move,15 out of 21,Resale,Not specified,Road,Not specified,2,2,Noida, Jaypee Greens Klassic,3800,2,1000,2023,Registered,No,Yes
"3 BHK Flat for Sale in Sector 126, Noida Express Way, Noida",12527694.02,Unknown,Ready to Move,15 out of 21,Resale,Not specified,Road,Not specified,2,2,Noida, Sector 126,4222,3,900.0473709,2023,Registered,Yes,Yes
"3 BHK Flat for Sale in Rohini Sector 25, New Delhi",27033444.98,Unknown,Ready to Move,2 out of 4,New Property,Not specified,Road,Not specified,2,2,Delhi, Rohini Sector 25,10250,3,800,2023,Registered,Yes,No
"2 BHK Flat for Sale in Ansal Royal Heritage, Sector 70, Faridabad",12066147.39,Unknown,Ready to Move,9 out of 24,Resale,Not specified,Road,Not specified,2,2,Faridabad, Ansal Royal Heritage,3500,2,1045.714286,2023,Registered,Yes,Yes
"2 BHK Flat for Sale in DDA Pink Apartments, Dwarka, New Delhi",37912758.21,Unknown,Ready to Move,4 out of 4,Resale,Not specified,Road,Not specified,2,2,Delhi, DDA Pink Apartments,10455,2,1099.952176,2023,Not Registered,Yes,Yes
"3 BHK Flat for Sale in West End, New Delhi",247257118.7,Unknown,Ready to move,3 out of 4,New Property,Not specified,Road,Not specified,4,2,Delhi, West End,37500,3,2000,2023,Registered,Yes,Yes
"1 BHK Flat for Sale in Diya Green City, Raj Nagar Extension, Ghaziabad",8901256.275,Unknown,Ready to move,11 out of 11,Resale,Not specified,Road,Not specified,1,2,Ghaziabad, Diya Green City,5000,1,540,2023,Registered,No,No
"3 BHK Flat for Sale in Lawrence Road, New Delhi",65935231.67,Unknown,Ready to move,Ground out of 3,Resale,Not specified,Road,Not specified,2,2,Delhi, Lawrence Road,16667,3,1199.976,2023,Registered,Yes,Yes
"2 BHK Flat for Sale in Ansal Sushant Apartments, Sushant Lok-I, Sector 43, Gurgaon",29670854.25,Unknown,Ready to move,4 out of 13,Resale,Not specified,Road,Not specified,2,2,Gurgaon, Ansal Sushant Apartments,8182,2,1099.975556,2023,Registered,Yes,Yes
"2 BHK Flat for Sale in Ansal Sushant Apartments, Sushant Lok 1 Block C, Gurgaon",34615996.62,Shubham India Real Estate Agency,Ready to Move,7 out of 13,Resale,North,Main Road,Freehold,2,2,Gurgaon, Ansal Sushant Apartments,8400,2,1250,2023,Registered,Yes,No
"1 BHK Flat for Sale in Dundahera, Ghaziabad",6923199.325,Morgan Property,Ready to Move,17 out of 19,Resale,North - East,"Garden/Park, Main Road",Leasehold,1,3,Ghaziabad, Dundahera,3130,1,670.9265176,2023,Registered,Yes,Yes
"1 BHK Flat for Sale in Ansal Aquapolis, Crossings Republik, Ghaziabad",4945142.375,Unknown,Ready to Move,Ground out of 1,Resale,East,Main Road,Freehold,1,3,Ghaziabad, Ansal Aquapolis,3448,1,435.0348028,2023,Not Registered,Yes,Yes
"2 BHK Flat for Sale in Ansal Aquapolis, Crossings Republik, Ghaziabad",10879313.22,Unknown,Ready to Move,5 out of 22,Resale,East,Main Road,Freehold,2,2,Ghaziabad, Ansal Aquapolis,2655,2,1242.937853,2023,Registered,Yes,No
"1 BHK Flat for Sale in Devli, Sangam Vihar, New Delhi",5769332.771,Unknown,Ready to Move,1 out of 5,New Property,North - East,"Pool, Garden/Park, Main Road",Leasehold,1,1,Delhi, Devli,3889,1,449.9871432,2023,Registered,Yes,Yes
"> 10 BHK House for Sale in Greenfield Colony, Mathura Road Faridabad",164838079.2,Unknown,Ready to Move,2 out of 4,Resale,Not specified,Road,Not specified,10,2,Faridabad, Greenfield Colony,12484,10,4005.126562,2023,Registered,Yes,Yes
"4 BHK Flat for Sale in Nagarjuna Appartmentss, Sector 14A, Dadri Road, Noida",82419039.58,Unknown,Ready to Move,21 out of 42,Resale,Not specified,Road,Not specified,2,1,Noida, Nagarjuna Appartmentss,10000,4,2500,2023,Registered,No,No
2 BHK Villa for Sale in Omicron 1A Greater Noida,60990089.29,Unknown,Ready to Move,Ground out of 3,Resale,Not specified,Road,Not specified,2,2,Noida, Omicron 1A Greater Noida,8593,2,2152.915164,2023,Registered,Yes,Yes
"4 BHK Flat for Sale in Sector 57, Gurgaon",81759687.27,Unknown,Ready to Move,Ground out of 1,New Property,Not specified,Road,Not specified,5,2,Gurgaon, Sector 57,8267,4,2999.879037,2023,Registered,Yes,Yes
4 BHK House for Sale in Timarpur New Delhi,56044946.92,Unknown,Poss. by Jun '27,4 out of 4,Resale,Not specified,Road,Not specified,3,2,Delhi, Timarpur New Delhi,6800,4,2500,2023,Registered,Yes,Yes
1 BHK House for Sale in Najafgarh New Delhi,6593523.167,Unknown,Poss. by Dec '24,4 out of 19,Resale,Not specified,Road,Not specified,2,2,Delhi, Najafgarh New Delhi,5556,1,359.9712023,2023,Registered,Yes,Yes
"3 BHK House for Sale in Sector 45, Mathura Road Faridabad",22747654.92,Unknown,Ready to Move,1 out of 2,Resale,Not specified,Road,Not specified,3,2,Faridabad, Sector 45,14198,3,485.9839414,2023,Registered,Yes,Yes
"2 BHK Flat for Sale in Dundahera, Ghaziabad",13516722.49,Unknown,Ready to Move,2 out of 4,Resale,Not specified,Road,Not specified,2,2,Ghaziabad, Dundahera,4100,2,1000,2023,Registered,Yes,No
"2 BHK Flat for Sale in Vaishali Sector 9, Ghaziabad",16483807.92,Unknown,Ready to Move,3 out of 3,Resale,Not specified,Road,Not specified,2,2,Ghaziabad, Vaishali Sector 9,5714,2,875.0437522,2023,Registered,Yes,Yes
"4 BHK Flat for Sale in Noida Extention, Greater Noida",107144751.5,Unknown,Ready to Move,2 out of 6,New Property,Not specified,Road,Not specified,4,2,Noida, Noida Extention,10156,4,3200.078771,2023,Registered,Yes,No
"2 BHK Flat for Sale in Express Astra, Greater Noida West, Greater Noida",24066359.56,Unknown,Ready to Move,1 out of 6,New Property,Not specified,Road,Not specified,2,2,Noida, Express Astra,5407,2,1350.10172,2023,Not Registered,Yes,Yes
"3 BHK Flat for Sale in Rana Homes, Rajendra Park, Sector 105, Gurgaon",17967350.63,Unknown,Ready to Move,7 out of 14,New Property,Not specified,Road,Not specified,2,2,Gurgaon, Rana Homes,4739,3,1150.031652,2023,Registered,No,No
4 BHK House for Sale in Sahibabad Ghaziabad,79122278,Unknown,Ready to move,8 out of 13,Resale,Not specified,Road,Not specified,4,2,Ghaziabad, Sahibabad Ghaziabad,7729,4,3105.188252,2023,Registered,Yes,No
"3 BHK Flat for Sale in Pacific Apartment, Dwarka Sector 10, New Delhi",44506281.37,Unknown,Ready to move,2 out of 4,Resale,Not specified,Road,Not specified,2,2,Delhi, Pacific Apartment,8438,3,1599.905191,2023,Registered,Yes,Yes
"2 BHK Flat for Sale in Mahagun Mosaic, Vaishali Sector 4, Ghaziabad",21099274.13,Unknown,Ready to move,2 out of 4,Resale,Not specified,Road,Not specified,2,2,Ghaziabad, Mahagun Mosaic,6244,2,1024.983985,2023,Registered,Yes,Yes
"2 BHK Flat for Sale in Unione Residency, Bahrampur, Ghaziabad",7252875.483,Unknown,Ready to move,2 out of 4,Resale,Not specified,Road,Not specified,2,2,Ghaziabad, Unione Residency,2750,2,800,2023,Registered,Yes,No
5 BHK House for Sale in Sector 55 Gurgaon,118683417,Unknown,Ready to Move,Ground out of 3,Resale,West,"Garden/Park, Main Road",Freehold,5,6,Gurgaon, Sector 55 Gurgaon,14400,5,2500,2023,Registered,Yes,Yes
" Studio Apartment for Sale in Gaur City Mall, Noida Extension, Noida",16483807.92,Unknown,Ready to Move,17 out of 20,Resale,North - East,Main Road,Leasehold,1,1,Noida, Gaur City Mall,9709,1,514.9860954,2023,Registered,Yes,Yes
"4 BHK Flat for Sale in Mianwali Nagar, Paschim Vihar, New Delhi",131870463.3,Unknown,Ready to Move,2 out of 4,Resale,East,Garden/Park,Freehold,4,1,Delhi, Mianwali Nagar,16000,4,2500,2023,Registered,Yes,Yes
"6 BHK Flat for Sale in Mianwali Nagar, Paschim Vihar, New Delhi",131870463.3,Unknown,Ready to Move,2 out of 4,Resale,East,"Garden/Park, Main Road",Freehold,5,2,Delhi, Mianwali Nagar,14035,6,2850.017813,2023,Registered,Yes,Yes
"3 BHK Flat for Sale in Mianwali Nagar, Paschim Vihar, New Delhi",65935231.67,Unknown,Ready to Move,2 out of 3,Resale,East,Garden/Park,Freehold,2,2,Delhi, Mianwali Nagar,14035,3,1425.008906,2023,Registered,Yes,Yes
" Studio Apartment for Sale in La Gracia, Crossings Republik, Ghaziabad",8241903.958,Unknown,Ready to Move,5 out of 6,Resale,South - East,"Pool, Garden/Park, Main Road",Freehold,1,2,Ghaziabad, La Gracia,8571,1,291.6812507,2023,Registered,No,No
"2 BHK Flat for Sale in Rohini Sector 22, New Delhi",19780569.5,Unknown,Ready to Move,1 out of 4,Resale,North - West,"Garden/Park, Pool, Main Road",Freehold,2,2,Delhi, Rohini Sector 22,11724,2,511.7707267,2023,Not Registered,Yes,Yes
"3 BHK Flat for Sale in Kaveri Apartment, Alaknanda, New Delhi",82419039.58,Unknown,Ready to Move,4 out of 7,Resale,East,"Garden/Park, Main Road",Freehold,3,3,Delhi, Kaveri Apartment,12121,3,2062.536094,2023,Not Registered,Yes,Yes
"2 BHK Flat for Sale in Sheikh Sarai Phase 2, New Delhi",28022473.46,Unknown,Ready to Move,Ground out of 3,Resale,East,"Garden/Park, Main Road",Freehold,1,2,Delhi, Sheikh Sarai Phase 2,3484,2,2439.724455,2023,Registered,Yes,No
"2 BHK Flat for Sale in Mangolpuri, New Delhi",19780569.5,Unknown,Ready to Move,Ground out of 3,Resale,Not specified,Road,Not specified,2,1,Delhi, Mangolpuri,5909,2,1015.400237,2023,Registered,No,Yes
"2 BHK House for Sale in Eta 1, Eta Greater Noida",24725711.87,Unknown,Ready to Move,6 out of 22,Resale,Not specified,Road,Not specified,2,1,Noida, Eta 1,7908,2,948.4066768,2023,Registered,Yes,Yes
5 BHK Villa for Sale in Punjabi Bagh West New Delhi,659352316.7,Unknown,Ready to Move,3 out of 4,Resale,Not specified,Road,Not specified,5,2,Delhi, Punjabi Bagh West New Delhi,7593,5,26340.05005,2023,Registered,Yes,No
"3 BHK Flat for Sale in Sushant Lok Builder Floors, Sushant Lok-I, Sector 43, Gurgaon",67583612.46,Unknown,Ready to Move,1 out of 5,New Property,Not specified,Road,Not specified,4,2,Gurgaon, Sushant Lok Builder Floors,3499,3,5858.816805,2023,Registered,Yes,No
"3 BHK Flat for Sale in SS The Leaf, Sector 85, Gurgaon",62308793.92,Unknown,Ready to Move,2 out of 4,Resale,Not specified,Road,Not specified,5,2,Gurgaon, SS The Leaf,2750,3,6872.727273,2023,Registered,Yes,No
"2 BHK House for Sale in Milan Vihar, Wazirabad New Delhi",14835427.12,Unknown,Poss. by Dec '23,1 out of 4,Resale,Not specified,Road,Not specified,2,2,Delhi, Milan Vihar,17361,2,259.2016589,2023,Registered,Yes,Yes
4 BHK Villa for Sale in Noida Extention Greater Noida,24231197.64,Unknown,Ready to Move,4 out of 9,New Property,Not specified,Road,Not specified,3,2,Noida, Noida Extention Greater Noida,2714,4,2708.179808,2023,Registered,Yes,Yes
"2 BHK Flat for Sale in Sangam Vihar, New Delhi",5439656.612,Unknown,Ready to Move,7 out of 9,Resale,Not specified,Road,Not specified,1,2,Delhi, Sangam Vihar,4000,2,412.5,2023,Registered,Yes,No
"6 BHK House for Sale in Saraswati Vihar, Sector 28 Gurgaon",41209519.79,Unknown,Ready to Move,5 out of 8,Resale,Not specified,Road,Not specified,4,2,Gurgaon, Saraswati Vihar,5882,6,2125.127508,2023,Registered,No,Yes
"1 BHK Flat for Sale in Milap Nagar, Uttam Nagar, New Delhi",7912227.8,Unknown,Ready to Move,4 out of 9,Resale,Not specified,Road,Not specified,1,2,Delhi, Milap Nagar,6471,1,370.8854891,2023,Not Registered,No,Yes
"3 BHK Flat for Sale in Palm Grove Apartments, Sector 50 Block F, Noida",32967615.83,Unknown,Ready to Move,1 out of 3,Resale,Not specified,Road,Not specified,3,2,Noida, Palm Grove Apartments,6044,3,1654.533422,2023,Not Registered,Yes,No
"3 BHK Flat for Sale in Palm Grove Apartments, Sector 50, Noida",36264377.42,Unknown,Ready to Move,2 out of 4,Resale,Not specified,Road,Not specified,3,2,Noida, Palm Grove Apartments,7631,3,4752.244452,2023,Registered,Yes,Yes
"1 BHK Flat for Sale in Shakti Khand II, Shakti Khand 3, Indirapuram, Ghaziabad",8736418.196,Unknown,Ready to move,2 out of 4,Resale,Not specified,Road,Not specified,2,2,Ghaziabad, Shakti Khand II,7631,1,1144.858891,2023,Registered,No,Yes
"1 BHK Flat for Sale in Shakti Khand II, Indirapuram, Ghaziabad",9099061.97,Unknown,Ready to Move,4 out of 4,Resale,East,"Pool, Garden/Park, Main Road",Leasehold,1,3,Ghaziabad, Shakti Khand II,5009,1,551.0081853,2023,Not Registered,Yes,Yes
"2 BHK Flat for Sale in Shakti Khand II, Indirapuram, Ghaziabad",11406795.08,Unknown,Ready to Move,1 out of 4,New Property,East,"Main Road, Garden/Park",Freehold,2,2,Ghaziabad, Shakti Khand II,3642,2,950.0274574,2023,Registered,Yes,Yes
"2 BHK Flat for Sale in Pushpanjali Apartments, Dwarka Sector 4, New Delhi",38242434.37,Unknown,Ready to Move,2 out of 8,Resale,North - East,"Garden/Park, Main Road",Co-operative Society,2,2,Delhi, Pushpanjali Apartments,9667,2,1199.958622,2023,Registered,No,Yes
"3 BHK Flat for Sale in Patel Neotown, Greater Noida West, Greater Noida",26374092.67,Unknown,Ready to Move,12 out of 13,New Property,Not specified,"Garden/Park, Main Road",Freehold,2,2,Noida, Patel Neotown,5263,3,1520.045601,2023,Registered,No,Yes
"2 BHK Flat for Sale in ATS Homekraft Happy Trails, Noida Extension, Noida",27527959.22,Unknown,Ready to Move,2 out of 2,Resale,Not specified,Garden/Park,Not specified,2,4,Noida, ATS Homekraft Happy Trails,7167,2,1165.06209,2023,Registered,No,Yes
2 BHK House for Sale in Vaishali Sector 2 Ghaziabad,98902847.5,Unknown,Ready to Move,Upper Basement out of 2,New Property,Not specified,Road,Not specified,2,4,Ghaziabad, Vaishali Sector 2 Ghaziabad,17261,2,1738.022131,2023,Registered,Yes,Yes
"4 BHK Flat for Sale in Saraswati Vihar, New Delhi",173079983.1,Unknown,Ready to Move,Ground out of 1,Resale,Not specified,Road,Not specified,4,2,Delhi, Saraswati Vihar,21000,4,2500,2023,Registered,No,No
"2 BHK House for Sale in Sector 144, Noida Express Way Noida",77473897.21,Unknown,Ready to Move,3 out of 3,Resale,Not specified,Road,Not specified,2,2,Noida, Sector 144,13645,2,1722.24258,2023,Registered,No,Yes
"3 BHK Flat for Sale in Sahibabad, Ghaziabad",14835427.12,Unknown,Ready to Move,2 out of 7,Resale,Not specified,Road,Not specified,3,2,Ghaziabad, Sahibabad,4091,3,1099.975556,2023,Registered,Yes,Yes
"2 BHK Flat for Sale in Pushpanjali Apartments, Aashirwaad Chowk, Dwarka, New Delhi",41209519.79,Unknown,Ready to Move,2 out of 8,Resale,Not specified,Road,Not specified,2,2,Delhi, Pushpanjali Apartments,8065,2,1549.907006,2023,Not Registered,Yes,Yes
"3 BHK Flat for Sale in Pushpanjali Apartments, Aashirwaad Chowk, Dwarka, New Delhi",47803042.96,Unknown,Ready to Move,4 out of 10,Resale,Not specified,Road,Not specified,3,2,Delhi, Pushpanjali Apartments,8056,3,1799.900695,2023,Not Registered,Yes,Yes
"3 BHK Flat for Sale in Pushpanjali Apartments, Dwarka Sector 4, New Delhi",47803042.96,Unknown,Ready to Move,2 out of 10,Resale,Not specified,Road,Not specified,2,2,Delhi, Pushpanjali Apartments,8056,3,1799.900695,2023,Registered,Yes,Yes
"3 BHK Flat for Sale in Sneh Kunj Apartments, Sector 62, NH 24, Noida",28187311.54,Unknown,Ready to Move,7 out of 8,Resale,Not specified,Road,Not specified,3,2,Noida, Sneh Kunj Apartments,4622,3,1849.84855,2023,Registered,Yes,Yes
"3 BHK Flat for Sale in Sneh Kunj Apartments, C Block, Noida",28681825.77,Unknown,Ready to Move,1 out of 8,Resale,Not specified,Road,Not specified,3,2,Noida, Sneh Kunj Apartments,4703,3,1849.883053,2023,Not Registered,No,Yes
"3 BHK Flat for Sale in Hari Enclave, Hari Nagar, New Delhi",28022473.46,Unknown,Ready to Move,4 out of 10,Resale,Not specified,Road,Not specified,2,2,Delhi, Hari Enclave,8500,3,1000,2023,Registered,Yes,No
1 BHK House for Sale in Ramakrishna Puram New Delhi,4087984.363,Unknown,Ready to Move,1 out of 13,Resale,Not specified,Road,Not specified,1,2,Delhi, Ramakrishna Puram New Delhi,2390,1,518.8284519,2023,Registered,Yes,Yes
"1 BHK Flat for Sale in Sharda University, Knowledge Park, Greater Noida",5769332.771,Unknown,Ready to Move,7 out of 29,Resale,Not specified,Road,Not specified,1,2,Noida, Sharda University,4667,1,374.9732162,2023,Registered,Yes,Yes
"3 BHK Flat for Sale in M3M Merlin, Esencia, Sector 67, Sohna Road, Gurgaon",108793132.2,Unknown,Ready to Move,2 out of 3,Resale,Not specified,Road,Not specified,4,2,Gurgaon, M3M Merlin,13825,3,2386.980108,2023,Registered,Yes,Yes
"3 BHK House for Sale in Swarna Nagri Block C, Sector 31 Greater Noida",69231993.25,Unknown,Ready to Move,Ground out of 3,Resale,Not specified,Road,Not specified,2,2,Noida, Swarna Nagri Block C,13006,3,1614.639397,2023,Registered,Yes,Yes
"1 BHK Flat for Sale in Malka Ganj, New Delhi",9890284.75,Unknown,Ready to move,2 out of 4,Resale,Not specified,Road,Not specified,1,2,Delhi, Malka Ganj,6667,1,449.9775011,2023,Registered,Yes,No
3 BHK House for Sale in Raj Nagar Ghaziabad,11868341.7,Unknown,Ready to move,2 out of 4,Resale,Not specified,Road,Not specified,2,2,Ghaziabad, Raj Nagar Ghaziabad,4000,3,900,2023,Registered,Yes,Yes
"3 BHK Flat for Sale in Saya Gold Avenue, Indirapuram, Ghaziabad",52748185.33,Unknown,Ready to Move,3 out of 39,Resale,East,"Pool, Garden/Park, Main Road",Leasehold,3,4,Ghaziabad, Saya Gold Avenue,8914,3,1794.929325,2023,Registered,Yes,Yes
"2 BHK Flat for Sale in Raksha Addela, Greater Noida West, Greater Noida",13912333.88,Unknown,Ready to Move,14 out of 14,Resale,North - East,Main Road,Freehold,2,3,Noida, Raksha Addela,3907,2,1080.112618,2023,Registered,Yes,No
"4 BHK Flat for Sale in Sector 26, Gurgaon",197805695,Unknown,Ready to Move,25 out of 25,Resale,Not specified,Garden/Park,Freehold,5,1,Gurgaon, Sector 26,12731,4,4712.905506,2023,Registered,No,Yes
"3 BHK Flat for Sale in Sector 26, Gurgaon",65935231.67,Unknown,Ready to Move,1 out of 4,Resale,Not specified,"Garden/Park, Main Road",Co-operative Society,5,1,Gurgaon, Sector 26,11111,3,1800.018,2023,Not Registered,Yes,No
6 BHK House for Sale in Sector 26 Gurgaon,197805695,Unknown,Ready to Move,2 out of 2,Resale,Not specified,"Main Road, Garden/Park",Not specified,6,2,Gurgaon, Sector 26 Gurgaon,13333,6,4500.112503,2023,Registered,Yes,Yes
"2 BHK Flat for Sale in Shashi Garden, Mayur Vihar, New Delhi",26374092.67,Unknown,Ready to Move,1 out of 3,Resale,Not specified,Road,Not specified,2,1,Delhi, Shashi Garden,8649,2,924.9624234,2023,Registered,Yes,Yes
4 BHK House for Sale in Mithapur New Delhi,14835427.12,Unknown,Ready to Move,10 out of 14,Resale,Not specified,Road,Not specified,1,2,Delhi, Mithapur New Delhi,5000,4,900,2023,Registered,Yes,Yes
"4 BHK Flat for Sale in Model Town Phase 2, New Delhi",92309324.33,Unknown,Ready to Move,6 out of 15,Resale,Not specified,Road,Not specified,3,2,Delhi, Model Town Phase 2,10370,4,2700.096432,2023,Registered,Yes,Yes
"2 BHK Flat for Sale in Jaipuria Apartment, Crossings Republik, Ghaziabad",13187046.33,Unknown,Ready to Move,3 out of 9,Resale,Not specified,Road,Not specified,2,2,Ghaziabad, Jaipuria Apartment,2857,2,1400.070004,2023,Registered,Yes,Yes
"3 BHK Flat for Sale in IIT Engineers Apartments, Dwarka Sector 10, New Delhi",59012032.34,Unknown,Ready to Move,4 out of 4,Resale,Not specified,Road,Not specified,3,2,Delhi, IIT Engineers Apartments,9421,3,1900.010615,2023,Registered,Yes,Yes
" House for Sale in Subhash Nagar, Sector 12A Gurgaon",37912758.21,Unknown,Ready to Move,2 out of 4,Resale,Not specified,Road,Not specified,2,2,Gurgaon, Subhash Nagar,12778,1,899.9843481,2023,Not Registered,Yes,Yes
"2 BHK Flat for Sale in Lajpat Nagar 1, New Delhi",51099804.54,Unknown,Ready to Move,3 out of 7,Resale,Not specified,Road,Not specified,2,2,Delhi, Lajpat Nagar 1,9200,2,1684.782609,2023,Registered,No,No
